,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode46,barcode47,barcode50,barcode51
17,Bacteria,Verrucomicrobia,Terrimicrobia,Terrimicrobiales,Terrimicrobiaceae,Terrimicrobium,Terrimicrobium sacchariphilum,690879,0.0078256080791875,0.0042735258954287,0.0052721923376934,0.003914459701038,0.0056768123162084,0.0056717653322161,0.0058058656471072,0.0059332670193464,0.0097039905663005,0.0047938548825329,0.0060377505954842,0.0042116634231944,0.0038589574331072,0.0044588527563354,0.0027583944204683,0.006505570029318,0.003271414714084,0.0051405173553516,0.0045968221463686,0.0053861391601038,0.0047167658387983,0.0066497513901133,0.0069516295291954,0.0020367749431721,,,,0.0010776927208841,0.0010131679737777,,,,,,0.0025853791644869,,,,,,,,0.026975418857114,0.0082896820246349,
18,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Limisphaera,Limisphaera ngatamarikiensis,1324935,0.0047460327496637,0.0017444758265343,,0.0024358487346524,0.0016794373946612,0.0033954975694826,0.0028819502641081,0.00332235704579,,0.0027545290831685,0.0041067763042429,0.001977158088065,0.0042629890016032,0.0032626427406186,0.0008939526825048,,0.0022677714784124,0.0017947705642795,0.0029306361333168,0.0018741686024132,0.0018933423286654,,,0.006918748390303,0.0048575874547862,,0.0047667473860959,0.0044760389232382,0.0051866464491664,,,0.0028699894767177,0.0021690167429665,0.0075571305703329,0.0031327544296048,,0.0019004907184031,0.00250626749096,0.0036888307984835,0.0033689966554816,,,0.276976731823058,0.0018937495213692,
19,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,667306,0.0079233448047868,0.0045369396904021,0.0129685740678911,0.0062883594279677,0.0079657108608485,0.0058579358191097,0.0075408524448726,0.004828805331502,0.0083081624130003,0.0050880035737145,0.0046667910383649,0.0107177843252131,0.0103340894536373,0.0078347672517159,0.0090325227278112,0.0150287477626495,0.004371291877438,0.0057599424397328,0.0098049149173871,0.0083021375095945,0.0043210292691068,0.0064257028112448,0.0101716585791534,,0.0119153100735042,0.0020847048496818,0.0164370906934374,,,,,,0.0076584428686881,0.0157197130515486,,0.0036105286333123,0.0061239573457796,,0.0339345520751594,0.0212855234129466,,,,0.0049947843171155,
20,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans daechungensis,1052257,0.0029167456624019,0.0015783352705961,,0.0020886681280693,0.0029923951286325,0.0009271763245701,0.0028810959069831,0.0024920485825521,0.0030889538836268,0.0021071117140776,0.002426731379507,0.0025823701990835,0.0044691016008068,,0.0028669895096511,0.004227517094757,0.002341173855418,0.0014986274634424,0.0025869755225033,0.0048395382700934,0.0017356017444973,,0.0040996477147613,,,,0.0020092909523524,,,,,,0.001781702188055,,,,,,0.0065564300411389,0.0042031990015473,,,,,
21,Bacteria,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,28049,0.0036455742885706,0.0020753994049289,0.0060608105399647,0.00269955621854,0.0025942241928109,0.0028451086298927,0.0032119322630315,,0.0037905899217194,0.0019074042258298,,0.0045264781628882,0.0031348404417053,,0.004846020049338,0.0064075038268845,,0.0020497523467111,0.0021599532521043,0.0029443043145448,0.0015010186582625,,0.005213990834542,,,,,,,,,,,,,,,,0.0046344689634339,0.0053792195366696,,,,0.0049441406495829,
22,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens,138336,0.0029871903390633,0.0030722500347191,,0.0044677765649085,0.0029411856851683,0.0028006520303707,0.0027763675722197,0.0034577683028129,0.0046384037013211,,,0.0054794799463366,0.0066113017867999,,0.0112367487879787,0.0091082693418726,0.0046555014096446,0.0021934197215327,0.004036616941036,0.0048230590843333,0.003148847563258,,,,,,0.0029023222302694,,,,,,,,,,,,0.0030037604436771,0.004851049074378,,,,,
23,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter pascens,1677,0.0035374482368962,0.0061302063378987,,0.0070418790545913,0.0026916870526951,0.0050994797573756,0.0021680936353943,0.0041486291337333,0.0046337506544006,0.003957901170167,,0.0043147517985122,,,0.002644103918886,0.0053416417892197,0.0067290918506141,,0.0017877359745215,0.0043133516710048,0.0040248634123863,0.0063906019006002,0.0058153060603134,,,,,,,,,,0.002335776612116,,0.0024309472777547,,,,0.0035720788994239,0.0021443434245057,,,,0.0017389856006703,
24,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 24S4-2,2575374,0.0132261909390606,0.0247051930347306,0.0141242202082061,0.0236679882408781,0.0096177677466074,0.0221174022260187,0.0101661158770211,0.0164411136524124,0.0189434034642048,0.0185667395761106,0.0107980237019464,0.0158414317631154,0.0137549335778813,0.0083972494925448,0.0156982494951667,0.0112875267143779,0.0405528268505421,0.0064462983398557,0.0063759594449831,0.0131850337444313,0.0138582981866269,0.0228147170655438,0.0146225207029703,,,,,,,,,,0.0017583163266502,,,,,,,0.0020862822298598,,,,0.0021752376591657,
25,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FB24,290399,0.00626586217847,0.0095726451630479,0.0074371206731561,0.0097487711023406,0.003796520451349,0.0100414237448633,0.0056082024356321,0.0058263521399897,0.008402455570509,0.008276005914596,0.0048611731811573,0.006856855939192,0.0077904236201848,0.0048821697436272,0.0070289318423567,0.0049165573502714,0.0166866391062291,0.0026992268657943,0.002705875001796,0.00507144314179,0.0066689343468147,0.0105770532052071,0.004078637584039,,,,,0.0016583981013966,,,,,0.0009325957853718,,0.0019198764237219,,,,0.0029117969126947,,,,,,
26,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. KBS0702,2578107,0.0246221794291168,0.0565318809995421,0.0250298302625217,0.0514572007642074,0.014692373247485,0.0543084005975058,0.0240292387000636,0.038497137865152,0.0440293379741816,0.0399066222057685,0.0169561942576145,0.0382796800316786,0.0285595555732212,0.016361228513558,0.0316293143970613,0.0232259999478204,0.134561871527172,0.0128286812110335,0.012581053535606,0.0258635844485067,0.0314408531780336,0.0488104941589333,0.0209203639369042,,,,0.0025387730931484,0.0014829945727556,0.0018944412784846,,0.0020260077444331,,0.0045904264821155,,0.0052677916271964,,,,0.0038339920108619,0.0039139556630356,,,,0.0029894538246571,
27,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PAMC25564,2565366,0.0045616433255698,0.0053755409066109,,0.0056359153019907,0.0014644948360679,0.0063449656169419,0.0023556565426131,0.0038878227593795,0.005387366949218,0.0037014518157688,,0.0030462831850869,0.0051875278809115,,0.0036064674117175,,0.0052657452411704,0.0013994548449522,0.0022971433724622,0.002553789204468,0.0026726993947194,0.0044342121004235,,,,,,,,,,,,,,,,,,,,,,0.0020947046537342,
28,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PGP41,2079227,0.0027031532513958,0.0051756856672471,,0.0059793802438835,0.0025713051515841,0.0044801890437419,0.0021682861797812,0.0035333837494326,0.004987825415696,0.0046965404281222,0.0033636300198391,0.004428588964526,0.0040397950252129,,0.0033267383132691,,0.0095861994248881,0.0016769490801293,0.0019387434633996,0.003827168025267,0.0069082770110468,0.0053472091035958,0.0037759003713188,,,,,0.0037728567312793,0.0031464335852784,,,,0.0065622565317266,,0.0098714484677283,,,,0.0053508454375227,,0.0014168506395461,,,,
29,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. QXT-31,1357915,0.011928929119578,0.0260321522798768,0.0166012888298449,0.0298960504248758,0.011006495746032,0.0190496668366255,0.0119601319569357,0.0164814621960397,0.0174116735561034,0.0180148073430054,0.0098081812410289,0.0184763914767467,0.0151546075495723,0.0099587111272981,0.0169670465580776,0.0155809014857744,0.0419660905923827,0.0081283727096154,0.0095479823153477,0.0171579079364981,0.0151404075711778,0.0224288396087534,0.0172027821560445,,,,0.0018852985409028,,,,,,0.007058893982275,,0.0035105889509424,,,,0.006709913225254,0.0059259418268037,0.0071793182502131,,,0.0056917606987263,
30,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Rue61a,1118963,0.0080511999101773,0.0081067623014874,0.0070392079738805,0.011001687422414,0.0039579491126313,0.0083114340001425,0.0049140179892937,0.0048873905978067,0.0056571875915075,0.0065435528724502,,0.0053983045511151,0.0039312632315765,0.0028668377967848,0.0044497017606988,0.0096567071914155,0.0091084674478797,0.002370491854405,0.0038004698527086,0.0077524179431099,0.0057522321535823,0.0076184476199418,0.0098260132861894,,,,,0.002801206044004,0.0027989001810992,,,,0.0022971654364875,,0.0014682706486823,,,,,,0.0013217294336722,,,0.0018859973514598,
31,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. UKPF54-2,2600159,0.007808045928473,0.0138013428269841,0.0072870386612819,0.0111021034902703,0.0046275318115327,0.0127934918545619,0.0055619951993389,0.0106367594271434,0.0101839630411508,0.0087029664181648,0.0053216533978391,0.0081323069150315,0.0073828335316294,0.0045433800231924,0.0064129343040338,0.0094483867380951,0.0265743080096485,0.0023428896838037,0.0037818408575919,0.0089333414470804,0.0081598973033867,0.0094937384043141,0.0085344905677351,,,,,0.0011828926347128,0.000958485486903,,,,0.0019683442088668,,0.0047615482880286,,,,,,,,,,
32,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. YN,2020486,0.0033432518605512,0.003841799423059,,0.0047093335333134,0.0022640175612226,0.0053717042985452,,0.0038676863619727,,0.0044279276352868,,0.0031203937279293,0.0037996502770003,,0.0028864134092407,,0.0055696563366112,0.001711876411765,0.001569315708138,0.002871070821138,0.0030936853075035,0.0044216067053594,,,,,,0.0029225919502515,0.0026515626492888,,,,,,0.0051998832064168,,,0.0047327208013566,,,,,,,
33,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502772,2590775,0.0040833523465969,0.0060085550609679,0.0069271968659742,0.0057474516490015,0.0019662904232336,0.0073418299108533,0.0040284491912098,0.0050750752158275,0.0079684924474222,0.0048622544386453,,0.0044542233177887,0.0060183643615321,,0.004597918073055,,0.0130581892104423,0.0028998167336917,0.0019704226456199,0.0034600231127772,0.0052828512126251,0.0083485546312105,0.0040022920971423,,,,0.0046832527817647,,0.0011792634499329,,0.001670513187721,,0.0021236907851079,,0.00253776217609,,,,0.0054828611786224,0.0034487778065279,,,,,
34,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sulfonivorans,121292,0.0068028819461027,0.0133036776306325,0.0126275512108617,0.0128878143802579,0.0075202998998472,0.0152309726052458,0.0056760347842938,0.012046490319423,0.0119173038772446,0.0121313950197108,0.0066708967114953,0.0069726450390999,0.0081391522371017,0.008444519550155,0.0073306005494078,0.0128485830295503,0.0223008082279181,0.0039903481767335,0.0037435898865436,0.010065856735322,0.0098175415069895,0.0184083301192364,0.0092085224455682,,,,,0.0037558498009725,0.0025389776527744,,0.0028532573830413,,0.0038085027495389,,0.0069089656434111,,,,,0.0035603661131133,,,,0.0028246420960243,
35,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium corydalis,1441878,0.0038279256388153,0.0041533478509503,,0.0037233559137397,0.0023830556633103,0.0022437238591907,0.0032612290328478,0.0044295797848018,0.0046166198313929,0.0025440540692011,0.0031734187471613,0.0038594220507401,0.0062940984991736,,0.0059085089175599,0.0063424947631127,0.0047977066765362,0.002402651758103,0.0023212446090321,0.0056224847439279,0.0043389081730389,0.0066934401798462,,,,,,,,,,,,,,,,,,,,,,,
36,Bacteria,Actinobacteria,Actinobacteria,,,,Actinobacteria bacterium IMCC26256,1650658,0.0030134233505329,0.0028294051089903,0.00580797369524,0.0028962759674901,0.0039880990345996,0.0020177752699322,0.0024245393331396,0.0031842727838279,0.0046606917644305,0.0022267737922984,,0.0037975361837399,0.0044653561603645,0.0045567967187525,0.0058064676023344,0.0047961450719212,0.0033039801368557,0.0024918057131821,0.0049657976422432,0.0042844028681056,0.002682132294714,,0.0027784502205063,,0.0030990417309152,,0.0026389739948244,,,,,,,,,,,,0.0027203718127935,0.0026254894915689,,,,0.0024926987140515,
37,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,1002870,0.0322590626234049,0.0370044778091166,0.0646930229759093,0.0453533933150307,0.034882327168472,0.0251127990976055,0.0378623228519583,0.0299370483590471,0.0394522859781695,0.0273464624869472,0.0297147899426259,0.0552211717876771,0.0468301980216921,0.0330971323037276,0.0570740762670599,0.0677698911358533,0.0255802853442471,0.0291615844566366,0.0374969082840126,0.0449394101548268,0.0243072846110414,0.0338519105403176,0.0529449512716991,,0.0099314748416884,0.0012040062629431,0.0159892715798997,,,,,,0.006344710800378,0.0136923240832322,,0.0023293732898747,0.007602164846412,,0.0379222841074804,0.0280330401804186,,,,0.044450439353348,
38,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia,Baekduia soli,496014,0.0166266634614693,0.0154380482712379,0.0317102578085265,0.0175218933556355,0.0208651181565587,0.0143956404114352,0.0200682862430077,0.0170148727886808,0.0272960251908198,0.0164471015742622,0.0119017915603794,0.0280873482292869,0.0285492154302868,0.0219745929052335,0.0270784695968098,0.0380579962150361,0.0198096751507285,0.0147977754671598,0.0194407617363032,0.0266861621125671,0.0139425131281928,0.0224604953200326,0.0293396931746487,,0.0050613073224897,0.0013715163484748,0.0062189085292233,,,,,,0.0021034610670418,0.0039146106295171,,,0.0021840549875113,,0.0094159565189382,0.0089681008342398,,,,0.0150644474612519,
39,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei,191495,0.0058960671447561,0.0060474446714811,0.0183443644950627,0.0092482762591276,0.0071456585098532,0.0068056774582811,0.0096266223642469,0.0076024227299816,0.0095876184094468,0.0077203847405951,0.0056894334331489,0.0130033789835984,0.0088962996632168,0.0089440313556063,0.01106845898198,0.0118857502729314,0.0099862685307546,0.0061906726723588,0.0088116481268972,0.0102209108901451,0.0063249150988667,0.0093211896747306,0.0113237661500926,,,,0.0037231639824165,,,,,,,0.0050349563745116,,,0.0014508890162381,,0.0067978135406824,0.0042583260064831,,,,0.0068120640065752,
40,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter medicamentivorans,1097667,0.0025904867332668,0.0019147098054293,0.0069324308872332,0.0026803349341982,0.0030417877926839,0.0023335413468103,0.0032252576235122,0.0021040712277223,0.0038046929212582,,,0.0033643800964693,0.0049284183344249,0.003605798246391,0.0048421194694929,0.00415051215425,0.0024568838426902,0.0024447205127538,0.0027680897812882,0.0029939378058172,0.0016789919029653,,0.003888923719098,,,,,,,,,,,,,,,,0.0034000159309851,0.002620038803705,,,,0.0025073182863183,
41,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter ginsenosidimutans,490573,0.008616039441043,0.0072643211864542,0.019522960631478,0.0095305083439604,0.0085338445595559,0.0085051158151909,0.0114122742632395,0.0095904114605153,0.012705574221248,0.0075266506628165,0.0062747833526679,0.0164112759673343,0.0132624780253155,0.0100780189893822,0.0112805637765732,0.0161113713259515,0.0107485458052693,0.0078988175211406,0.0085592335769223,0.0116770061461623,0.0071572257457957,0.0132856308958679,0.0146160700991935,,,,0.002231041252576,,,,,,0.001581435892916,0.0026829610796372,,,0.001853263492391,,0.0061219917015928,0.0043827359644861,,,,0.0079905853725968,
