,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode81,barcode82,barcode83,barcode84,barcode85,barcode86,barcode88,barcode89
10,Bacteria,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. PCC 7507,99598,0.0101640346003446,,0.0122971356286332,,,0.0048380725577814,,,,0.0043699210034017,,,,,,,,0.0032287698557335,0.0122924550076696,0.0024575823811913,,,,,0.0105783281890616,,,,,0.0035526463314557,0.0052964540561391,,,,0.0018125730352163,,,,,,,,,,0.0034027245286492,,,0.0031316305607968,,0.0068841490363016,,,0.0232700856745763,,,0.0040357108183988,0.0039854876427494,0.0032282115718221,0.0028374068864077,0.0030626433444681,,,,,,0.0053891004072374,,0.0075268760555329,0.0045170043385439,,,,,,,0.0045025512472808,,,0.0014165797677439,0.0022812452557852,,0.0166623833699093,,,,,,
11,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena cylindrica,1165,0.0104763944292304,,0.0276962846734032,,,0.0061352854285602,,0.0015752232436851,0.0100969630672034,0.0094819840022359,,,,,0.0028432098352383,,,0.0097911706011018,0.0137371608603797,0.0031246235693554,,,0.0026484055511296,,0.0115504331618701,,,,,0.0034385649373713,0.0074394071898665,,0.0052428418445294,,0.0033951453098898,,,,0.0125921514239222,,,,,,0.0092591787672858,,,0.0058628060151619,0.0062227267220695,0.0076365601969348,,,0.0193559861737836,,0.0034379769529129,0.0029431944273784,0.0058391008586969,0.006619514376206,0.0035098124387268,0.0049624996023309,,,,,0.0025212680225613,0.0107782959192938,,0.0070731021711615,0.010431943888543,0.0039317022610145,,,,,,0.0067651068648899,,,0.0031647488643505,0.0025569757219379,,0.0158531186809653,,,,,,
12,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena sp. WA102,1647413,0.0031868414106615,,,,,,,,,,,,,,,,,,0.0025833480340596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016663733178839,,,,,,,,0.0017253965723135,0.003022916591911,,,,,,,,,,,,,,,,,,,
13,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,142864,0.0339307838309018,,0.0221221614152131,,,0.0297505954396281,0.0112915486276955,0.0017340956670893,0.0038979324177408,0.0332751069149494,,,,0.0105466927041356,,,,0.0227969978641683,0.0425500558806934,0.003953142205545,,,,,0.0153956766804554,,,,,0.0051334321338335,0.0286596577416526,,0.0055056445839098,,,,,,,,0.0101266590493716,,0.0085787099275712,,,,,0.0091676156581219,0.013254849216327,0.0109434193075959,,,0.0433820187910238,,0.0077580971820759,0.0181087664154403,0.003093787779489,,0.0030422680841517,0.0386968125184502,,0.0088043082487545,,,0.0040476955087909,0.0371242228613784,,0.0433382122837371,0.0322716626432722,0.0019563876488653,,,,,,0.0110534799551875,,,0.017109843416687,0.0194945269163919,,0.018505471244196,,,,,,
14,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc flagelliforme,1306274,0.0739675903392686,,0.0050039770263043,0.0075697886512459,,0.008738098642658,0.0087029695869189,0.0019839907048721,0.0369618783154771,0.0107320325759308,,,,0.0029202517441768,,,,0.0076361743483561,0.0798158025800488,,,,0.0047673929395356,,0.01141152162601,,,,,0.0248446034845704,0.0082053097851069,,,,,,,,,,0.0041537643022378,,0.0021769366443676,,,,,,0.0036571155667564,0.0059461092447013,,,0.0129743266998591,,0.0049349528281163,0.0064716474243464,0.505651833711654,,,0.0151493211976653,,0.0036753263945157,,,,0.0084483275007434,,0.0122091046199616,0.0092545743005777,,,,,,,0.0064496161201294,0.0114900297903093,,0.0264693509844602,0.0068460086069398,,0.0041644495863881,,,,,,
15,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme,272131,0.0042298784781893,,,,,,,,0.005037349831388,,,,,,,,,,0.0046024665065528,,,,,,,,,,,0.0022413628643495,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0329290518760588,,,,,,,,,0.0020009382342406,,,,,,,,,,,,,0.0023139586210324,,,,,,,,,
16,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',1618022,0.002145714785294,,,,,,,,,,,,,,,,,,0.0019099929673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009882659702884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. HK-01,196308,0.0108379472830854,,0.1202714621464343,,,0.1565249535225765,0.03558501638847,0.0021718375711879,,0.4231410771770049,,,,0.0294442350760416,,,,0.1181491456257257,0.0990865968240553,0.0108348451232533,,,,,0.1092348485015698,,,,0.0078272851882343,0.0115076936693536,0.1256935188275923,,,,,,,,,,0.0158084750088954,0.0045612531724946,0.0219276659506143,,0.0034102434482263,,,,0.0556897416716084,0.0607032622473269,,,0.191228914479178,,0.024876853832201,0.0746513566815014,0.0100900263883772,,0.0030569376191277,0.3231802570176372,,0.0314098149718529,,,0.0064917271044979,0.1515019483304153,,0.4666073226440556,0.1909499123941399,,,,,,,0.0350902260574255,,,0.0674279737813063,0.0717221823130741,,0.0554150971451479,,,,,,
18,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-3756,1751286,0.0022358838564698,,0.0077059576560715,,,,,,,0.0017748424780502,,,,,,,,,0.0026689131081052,,,,,,0.0030781851280243,,,,,,,,0.0014928403663715,,,,,,,,,,,,,,,,,0.0022915714075351,,,,,,,,,,,,,,,,,,,0.0013132044770949,,,,,,,0.0022646566978834,,,,,,,,,,,,
19,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7107,317936,0.0021576232790551,,0.1381090385421628,,,0.0577802400670101,0.0241306603180391,0.001609410688719,,0.2083738432945135,,0.006060169135521,,0.0233576513278431,,,,0.0618164792329915,0.0250124322312294,0.0108195521807059,,,,,0.3215226751816978,,,,0.0062725387273877,0.0299413574399904,0.0671637422675234,,,,,,,,,,0.0132963339149982,0.0057300018390239,0.0086107211983943,,,,,,0.0190756464205167,0.1067296172317827,,,0.0407978229151585,,0.016760251410605,0.0735124162486883,0.00292732453719,,0.0070737417251831,0.1799506233258853,,0.0192444671445778,,,0.0110958791928582,0.0600767722724309,,0.1698595234438184,0.0778278132776732,,,,,,,0.094794105876509,,,0.0324237232060638,0.0312762351458926,,0.0696805099192691,,,,,,
20,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120 = FACHB-418,103690,0.1901661586609058,,0.1599747401078039,,,0.0246580358921418,0.0077070543162975,,0.0302604085541326,0.0527155894366976,,0.0037056976474744,,0.004767719360537,,,,0.0245073314201711,0.1425286289906744,0.0474061490754628,,0.004375496025033,0.0127668648725214,,0.0585256740961402,,,,,0.0015720746785571,0.0662125040429956,,0.1470319955865333,,,0.0090780049161146,,,0.0030023202562366,,0.0040312680255435,,0.0048394828390427,,0.0045606396177776,,,0.0078975455489569,0.0151336940426783,0.0374235012416831,,,0.0097958879363968,,0.0073256593879529,0.0118153280838366,,,,0.0355872601044624,,0.0056930210585685,,,0.0361803246142781,0.034515739105536,,0.0481416548455629,0.0379739786908912,0.0030508491743758,,,,,,0.0234201579006664,0.0042458341428091,,0.0077711033772799,0.0111304687657451,,0.0061861651246593,,,,,,
21,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sphaeroides,446679,0.0049468535976118,,,0.0028601542295021,,,,,0.0132899880990035,,,,,,,,,,0.0043391465961716,,,,0.0024958639347532,,,,,,,0.0073270648177693,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0730658118012393,,,,,,,,,,,,,,,,,,,,0.0044919631990216,,0.0045936578783972,,,,,,,,,
22,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Trichormus,Trichormus variabilis,264691,0.0236513381043368,,0.1568297342046253,,,0.0027993313180086,,0.0026773198197713,0.0175963515262304,0.0038968759864375,,0.0077051766349852,,,,,,0.0086551085941649,0.0245467892174646,0.0461352410045348,,0.0030025145336841,0.0032183498299741,,0.0815527755076978,,,,,0.0036922400786167,0.0206647508279397,,0.1997047795908237,,,0.0069020216999524,,,,,,,0.0032749249314805,,,,,0.0095432645541844,,0.0665389824032623,,,0.0057335666575471,,0.002919311377625,0.0062623736793367,,,0.0016621952430118,0.0043569515853736,,,,,0.0255680206644717,0.0024313627628802,,0.0100300554260607,0.0056779672364359,,,,,,,0.0293698746054172,,,0.0012070533456543,0.0015160487260252,,0.0100962797921161,,,,,,
23,Bacteria,Cyanobacteria,,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. PCC 7116,373994,0.0033759592117822,,,,0.0028943345699875,,,,,,,,,,,,,0.0024215304297194,0.0036769293941082,,,,,,,,,,,,,,0.0022365275364747,,,,,,,,,,,,,,,,,0.0026668656440859,,,,,,,,,,,,,,,,0.0024391754599603,,,0.0041110532043414,,,,,,,,,0.0044170271433041,,,,,,,,,,
24,Bacteria,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7407,1173025,0.0295505893613642,,0.0074640580024376,,0.2726462143849475,0.0277476586850986,,,0.043874277711746,,,,,,,,,0.1036481564129726,0.0619715443872371,,,0.0075003169078939,0.0079940319621835,,,0.0035949670461355,,,,0.0015189993173027,0.0030349185079206,,0.0601064766962192,0.0031833444311797,0.0089692131580029,,,0.003302748299759,0.0077409944352646,,0.0041162952928173,,,0.0072211635425909,0.0790450309434257,0.0071474420025328,,0.0988906654278284,0.0691462470318709,0.0528508343899705,,0.0058033937483035,0.0060287244839036,,0.0119710429165861,0.0208001401163804,0.0124360195334765,0.0052073453715603,0.0033971332768681,,,0.0074804203028425,0.0202405039499997,,,0.0675023280126049,,0.0016519934990808,0.1100687121034583,0.006361678453777,,,,,0.4162106317990054,0.0089417210418654,,0.318760043344813,0.0013211158534685,,,0.007933345917167,,,,,,
25,Bacteria,Cyanobacteria,,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7425,395961,0.0032707957318324,,,,0.0076299853737248,0.0037396254988899,,,0.0040881063263881,,,,,,0.0113805146251772,,,0.0124714945488875,0.0070675714068062,0.0016154204043292,,,,,,,,,,,,,0.0050040978138498,,0.0079970075547171,,,,0.0048669877496336,,0.0047310122876903,,,,0.005528693588729,,,0.0069917437782682,0.0050983287549494,0.0055454331893822,,0.0014488552729389,0.0419151057417642,,0.0023780819423174,0.0032777135892156,0.0032145802239391,0.0292705697297552,0.0055079270318436,,,,0.0023810178834816,,,0.0074618848495717,,0.0045547707856015,0.016838399012971,0.0022807634619532,,,,,0.0224024504065864,,,0.0111797907579466,,,,0.024181290235547,,,,,,
26,Bacteria,Cyanobacteria,,Synechococcales,Prochlorotrichaceae,Halomicronema,Halomicronema hongdechloris,1209493,0.0060688052896035,,,,0.2684697737927555,0.022741902868757,,,0.0064864970912689,,,,,,,,,0.0817925973594403,0.0215703127233812,,,0.0033439108843524,0.0015964907864279,,,,,,,,,,0.0322805622442382,0.0029343026276437,,,,,,,,,,,0.0519654717984089,0.0063752890968032,,0.0157751511248774,0.0218387147182306,0.0355918908264979,,,,,0.0074735616328967,0.0044647099425176,0.0021904730796797,,,,,0.0045363850180808,0.0045119747273868,,,0.0229132358185047,,,0.0538158614909511,,,,,,0.0597102940437986,,,0.2689078107006178,,,,,,,,,,
27,Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix,332249,0.0073800738007383,,,,,,0.0036636746656896,,,,,,,,,,,0.0162541517645776,0.010477152234284,,,,,,,,,,,,,,0.0013170025023051,,,,,,,,,,,,,,,,0.1129562689303074,,,,,,,0.0169799745886563,0.0139260013657645,,,0.0030293533897419,,0.0021572857423024,,,,,,,0.0516074935944043,,,,,,,,,0.0032563025210084,0.0200565410302595,,,,,,,,,
28,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus ginsengisoli,363888,0.0037928191262087,0.0287594159059169,,0.0348464234282216,0.0056364706776158,0.0034296913437458,0.0058618797698926,0.0192146136727448,0.0043514728093392,,,0.0035357737104825,0.0247981502694311,0.0077238715906347,,0.0355080616235551,0.004969089553799,0.0232001603849869,0.0046972722670413,0.0040555036591091,0.0465940200102231,0.0206137030680987,0.0058880420510052,,,0.0134397806022549,0.044314073276623,,0.023017752923176,0.0079555647503196,0.0157818734741383,0.0186520883641131,0.0998238765855955,0.0101176470588066,0.0133388443560904,0.0036204744069913,0.0119926253668113,0.0066616342326133,0.0135289507014107,0.0038725052129521,0.0040115671685195,0.0119835936478845,0.0020489333494033,0.0155595673315277,0.0050237564254541,0.002608487428195,0.0123232747953929,0.0183926973942494,0.1765935235618264,0.0044334154081852,0.0245087987032469,0.0202354383718592,0.003616433181591,0.0043676874450795,0.0039324543141337,0.0760128185895907,0.0209582512264657,0.04144840627921,0.0602125053206722,,0.0132379248659211,,0.0075553574480424,0.0282165011225618,0.0032139031067729,0.0020067778994486,0.00285759644388,,0.0035043021356284,0.0036571906000331,0.0412953460004222,0.1368516136545541,0.0044014328961091,0.0194615967577843,,0.0038569424964936,0.0230528467429017,,0.0143154631010538,0.0032978183663065,0.0059335443037974,,0.0023130255545045,0.0028510530941434,0.0042018097658469,,0.0011329301878764,
29,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus soli,1229157,0.0120249468691453,0.0346398566467675,,0.12384706048939,0.0025454294129994,,0.003846858094182,0.048284481661323,0.0121118928256985,,,,0.0400049945899294,,,0.0173782403518474,0.0039449542965362,,,,0.0657170699004188,0.0111714323788029,0.0024443269527298,,,,0.0896619133071945,,,0.0168309101673793,,0.0553953455274495,0.006656948004881,,0.0150175477652691,,,0.0265666517694423,0.0407108886164831,,0.0044064295810498,0.0025296634657846,,0.0250163312489948,0.0020508985870596,0.0043418249589502,0.0495301753707439,0.0084556080230893,0.0164675325329202,,0.0037252031227053,0.0133681659907303,,,,0.0658673331143977,0.0213934422315723,0.0779703248887078,0.175037957942337,,,,0.0013549047446174,0.0150782999618508,,,,,,0.0027848144946848,0.0086731722139006,0.029010869663831,0.0151273414152431,0.0320077123630267,,,0.0841839321428559,,0.017026760560375,,,,0.0012504915128619,0.005896614513759,,,,
30,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus humi,263474,0.0021074257124102,0.0056999309226648,,0.0021641273862942,,,,0.002826284510295,0.0044520728767959,,,,0.0054383254592162,,0.0047487085908915,0.0030826721134795,,,,,0.0043482294442386,0.0038916752109692,0.0101482935389424,,,,0.0079735664831483,,,0.0052012218859559,,0.0050664318561848,,,0.0048802301856909,,,0.0142374044541454,,,,,,0.0195710760157025,,0.0100234995016069,0.0126115321574554,0.003836923165876,,,0.0069410076468538,0.0086720843863893,,,,0.0027023862490975,,,,,,,,0.0016058966879012,,,,,,,0.0035105678299124,0.0017418246626415,,0.0059636414056829,,,,,0.0031208738224456,,,,0.0037162073145346,0.0209835325900709,,,,
31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus infantis,324767,0.0050286970054617,0.0247569133161495,,0.0080819357928058,,,0.0040208224167652,0.0138535750310913,0.0107745814820735,,,,0.0260102775902121,,0.0074304293450873,0.032257748368828,,,,,0.0318551801947027,0.0057722483005881,0.0141359046271413,,,,0.0139900532136013,,,0.0221072203747098,0.0016119087436327,0.0256043354735305,0.0044418323076656,,0.008984100185191,0.0022840113081076,0.0045878405599181,0.0166036649035858,,,,0.0030972497922846,,0.0123369078574409,0.0033296682367275,0.0178825000961342,0.0185738029628457,0.005095135339659,0.0103312231862409,,0.0227910123679675,0.0143227085105088,,,,0.0112776584504371,,0.0068828596067337,0.0057225350958201,,0.0057055963125788,,0.0020158600407646,0.0301163205037252,,,,,,,0.0312735932170543,0.0167841059503446,0.0039760088768508,0.0316870591337879,,,0.0056184759469105,,0.0179042214743396,0.0021045364141614,,,0.0068620309643609,0.0246579240972583,,,0.0015632197281168,
32,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. S3,486398,0.0075679961978233,0.0485465420909616,,0.0502927313649811,0.0158914612959826,0.010056807209327,0.0158924040823686,0.0215167789515372,0.0366193299087405,0.0069925742572749,,0.0138108190397587,0.028974974210491,0.0153235826315075,0.0267939580877124,0.0205420821401479,0.0182437137955634,0.0116824921979764,0.0058161070995638,0.0120852201219369,0.0168808085483473,0.0128118546821964,0.0723064895164816,,0.0052463209716096,0.01763412164743,0.035324411469239,0.0119938933087389,0.012959688030563,0.0334641057087051,0.0114414864705547,0.0335363051515557,0.0102072788442583,0.0198775445887815,0.0190230036514654,0.013997869645001,0.0405335016071166,0.0348944295007867,0.0164529453786347,0.020065883737636,0.0305592584459344,0.0209694793134261,0.0110313598304083,0.02924062388002,0.0339764225460089,0.0302213796814783,0.0177730073065785,0.0146543954298006,0.0078007160656262,0.008961183546606,0.0204494935755858,0.0380495211708559,0.0086763915246219,0.0187177038173853,0.0101012901780355,0.0101260166493311,0.0091883971467274,0.012041681129156,0.0065216147212571,0.0078775744175992,0.0390857940601922,0.0076770813229294,0.0204732175520011,0.0239787065748275,0.0143281541489845,0.0122963148139075,0.0134079593889043,0.0040221275076208,0.0048532482902708,0.0026085265153223,0.0212389579533619,0.0248201178068184,0.0033990641571649,0.0293500748155784,0.0090547899793497,0.0102957444939381,0.0164049531374877,0.0069257907858561,0.0119279535278145,0.0136784464605344,0.0296148119492849,0.0077527989644476,0.0894806038139139,0.0337198629334559,0.0226728203989685,,0.0274055957581811,
33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus gottheilii,859144,0.0022657369311835,0.0112812168318866,,0.0091420219288669,,,,0.0061970151836281,0.0067737846325867,,,,0.0077711317948443,,0.0055178350500438,0.0077884787299709,,,,,0.0063085778010307,,0.0136533107713116,,,,0.0073790772169185,,,0.0081028890330897,,0.0075406156792494,,,0.0037436011189228,,0.0031976655832581,0.0117551758397383,0.0039761939421848,,,,,0.0097879393288344,0.0016576678252158,0.007861199562496,0.0062665463030694,,0.0056786645940304,,0.0103082568964912,0.0096495566659933,,,0.0017923783600053,0.0048179688418245,,0.0053419575179311,0.0059226574335524,,,,0.001746960550262,0.0089794196104851,,,0.0020815190177065,,,,0.0106951643211224,0.0048079118777398,,0.0098045169399292,,,0.0045479664848963,,0.0046285427188266,,,,0.0048040754400424,0.0113039111476104,,,0.0022524048942393,
