,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode78,barcode79,barcode80,barcode81,barcode82,barcode83,barcode84,barcode85,barcode86,barcode87,barcode88,barcode90,barcode91,barcode92,barcode93,barcode95,barcode96
10,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsengiterrae,398045,0.0028274136872097,0.0083930980288198,0.0308292249839436,0.0104547004390025,0.0148705608176611,0.0156560375953399,0.0003491615632429,0.0065829437251022,0.0019113763277517,0.0005271357843861,0.0024220265225575,0.0664848307105872,0.078952474568172,0.0010992628551188,0.0071787674249519,0.002487091457857,0.0064921714094943,0.000881631463197,0.0007328070839987,0.0051697853497059,0.0011347933769672,0.0082177815936865,,0.001644779097508,0.0017074594424856,,0.0004880397837583,0.000308000002519,0.0003681342089502,0.0101601050311811,,0.0031531935401458,0.0070939532186972,,0.0012334644578864,,0.0006376916500935,0.0004124724055935,0.0035894283092596,0.0006536467406619,0.0006535521736885,,0.0010994946440074,0.0163774984388241,0.0005558739174368,,0.0002315276262184,0.0009565252524554,0.0004091865928459,,0.0119061597088889,0.0026744728221074,0.001903960934607,0.0005125587912188,0.0009512352920528,0.0007681384154843,0.0026038467397084,0.0005363081095716,0.000325476516728,0.0428389029259715,0.0003376469694442,0.0112829000417109,0.0264226322534957,0.0033837653742518,0.0033884284377466,0.0003382019939394,0.0004160400233189,0.0012116060769125,0.000747088607294,0.0009855823430689,0.0047452851980806,0.0010671965286607,0.0019476913664024,0.0200761198402054,0.0039315513802299,0.0021257565869141,0.0032768356567887,0.0024338798887472,0.0012135809147173,0.0009798707277811,0.0034059573417049,0.0010559934617024,0.0012781305124364,0.0055319925362166,0.0034107989078447,0.0014471103208239,,0.0015514349530271,
11,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsenosidimutans,661481,0.0003994854248538,0.0063849536862309,0.0309614666505508,0.0136838321892379,0.0353709256298244,0.0232949279992136,0.0005067453754107,0.0083344494414669,,,0.0021798255865129,0.0060442792629915,0.0060853328231947,0.0012058766987195,0.0011701836155491,0.0032899518022819,0.0007937798294591,,0.0009096736489982,0.0007905621110303,,0.0012968953151084,,0.0004474956915115,0.0004053937024604,,0.0007317422420694,0.0011661788667743,0.0008592196423475,0.0068528367308878,,0.0002468219845133,0.0028366330124664,0.0004655772938877,0.0002229134514454,,0.0008847403991098,0.0004980287451176,0.0047518929605765,0.0015932300254853,0.0011109031888065,0.000413825611563,0.004191899188174,0.0088820781779716,0.0009138666172372,,0.0005940531697313,0.0013664489969283,0.0005644959871765,0.0006146920493914,0.0030074510729978,0.0012741733501309,0.0040028907240269,0.0004832495362297,0.0032917001823484,0.001167905156564,0.0026841967476409,0.0003845667868809,0.0003514736184482,0.0041798278306056,0.0005252701775846,0.0037640900362427,0.0011437858776542,0.0023240752847679,0.0038642253853216,0.0004294321263008,0.0009151192685808,0.0006362708034911,0.0010076613640852,,0.0100667556684151,0.0003177508960746,0.0091651661832678,0.0056665880194199,0.0009389453321121,0.0020944202702684,0.0045816889224871,0.0003682082120982,0.0022780258435698,,0.0324396634902458,0.0137281238009311,0.0087327378492662,0.0059671832834321,0.0010049069332021,0.0016374143092575,,0.0036727243864128,
12,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter sp. 17J28-1,2502779,0.0016174633671897,0.0036905627533171,0.0136454671990651,0.0161947498974167,0.023405802262535,0.019324408383688,,0.0021977573160658,,,0.0005168421388904,0.0354354311818922,0.010707697215788,0.0002652101524814,0.0006432187017102,0.0005308513629876,0.001970524971129,,,0.0005615209880977,,0.0010581107918272,,0.0006144293304594,0.000316851818826,,,0.0002186787857953,,0.0008505101398258,,,0.0008114430153475,,0.0014786195783248,,,,0.0106556242854991,,,,0.0008864313462472,0.0084448215237628,,,,0.0004903787481357,,,0.0010616884723572,0.0004013543303173,0.0012642713397906,,0.0057611237552429,,0.0003532345266901,,,0.0017092976392637,,0.0049745495300279,0.0010875187273105,0.0017026194542149,0.000859044369919,,,0.001119361248929,0.0003103718171665,,0.0041696333950167,0.0002619735007439,0.0042543093891435,0.0225760041429434,0.0016531775583916,0.0003000790201413,0.0010265905081395,,0.0008562136711512,,0.0946121297406398,0.0406451219034208,0.0454113065689176,0.0035338290042473,0.0018015647226314,0.0002566201795494,,,
13,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus,1492898,0.0012283244552886,0.0086664819994474,0.0214716636015308,0.0100266553507485,0.026822088692593,0.0133547764394832,0.000748165063298,0.0107180634018789,,0.000732655353222,0.0018136250181021,0.0087113605177163,0.0096590489925441,0.0006663511139521,0.0026259190512297,0.00138548848103,0.0019283029089168,0.0004546970998705,0.0010276586134652,0.0019268955945361,0.0002863301954027,0.0019926003965505,,0.0004030588851596,0.0005031182749264,0.0005713267694705,0.0012054448976333,0.0010823757445041,0.0011152771668603,0.0062299230892828,,0.0006165121144001,0.0016536490922507,0.0010473694882045,0.0005087774879227,,0.0015344287330484,0.0010294876768371,0.0053996366221103,0.0023758023769832,0.000736846820816,0.0004117119401244,0.0025057196263764,0.0106582075748645,0.0011050576345001,0.0010813900560761,0.0005947992467453,0.0011334997783019,0.0006436240480403,0.0006389417856067,0.0042214234181027,0.0017183777340776,0.0030045965660389,0.0008836096019805,0.0014383421485618,0.0012187745602159,0.0017113579092325,0.000817126114897,0.0006823049132992,0.0120486091762282,0.001018503330927,0.0060671672900576,0.0035106681802853,0.0016144388329714,0.0042765321934483,0.001100461520845,0.0012050960290954,0.0006992237307352,0.0011203046769153,0.0009631773503493,0.0080558217224415,,0.0062655827698527,0.0124330545263712,0.0007579155856271,0.0014671692266201,0.0034669763807953,0.000557505437507,0.0019419045461628,,0.0027726302680333,0.02043153549685,0.0105743530463717,0.002862838052677,0.0015043821692048,0.0017833756417132,,0.0019477447543496,
14,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea flava,1892851,0.0015359286304584,,0.0006822621348538,0.0008430606662953,0.0014115439253267,0.0034338861974223,0.0004067246832634,0.0011321583177607,,0.0003941456621433,0.0002640277745723,0.001753832810898,0.0021499268688302,,,,0.0004335625729616,0.0003678830762981,0.0008604797202696,,,0.0001588976925123,,0.0009063716767444,0.0009754821510779,,0.000861101272478,0.0002374587794603,,0.0025804077609224,,,0.0006360090295868,0.0005153512013239,,,0.0005081839301902,,0.0002768521696967,0.0005768269425457,0.0010070386707072,,,0.0001766518605566,0.0003974518025478,,0.0004776216443482,0.0011016485083331,0.0005100848503216,,0.0005485228829301,0.0007625371137277,0.0013478672548173,0.0004494453687097,0.0003968144149815,0.000411298687081,0.0011173991088438,,,0.0002439380241506,,0.0001859910595991,,,0.001158847471779,,,0.0005431167046648,0.0004551390831093,,0.0022431605143717,,0.0007837905384307,0.0029873154981329,0.000658194988562,0.0002821022948024,0.003092579075768,,,,0.0012396182915957,0.0014401951431548,0.0015389196058683,0.0018865682765981,0.0003825292622131,0.0009438162222223,,0.0081193487697211,
15,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea gansuensis,708199,0.0020466584477006,0.0004524126536032,0.004820559251601,0.0053749115790906,0.0022117027550153,0.0058175838246186,0.0004078292904037,,0.0003209945081021,,0.0009815996827739,0.0006804280052703,0.0008073990605839,,,,0.001311319227478,0.0014909637310474,0.0006721362755479,,,0.0012516567155996,,0.0008967685590358,0.0034770949540045,,0.0005564968481863,0.0002264457545192,,0.0010713174778296,,,0.0011957311311022,0.0003418918878425,0.0011062459629101,,0.0005494603073623,,0.005359613917317,0.0007189993464486,0.0008190043161793,0.000367166149151,0.0009654382297457,0.0003545690993765,0.0004808526879464,,0.0004252389486101,0.0032537716471832,0.0007971700123314,0.0003972168409827,0.0010148600192212,0.0006078326696163,0.0009765080038878,,0.0008477511804753,0.0005940031056372,0.0008024205529222,,,,,0.0004144670043761,0.00075295403039,0.0007239410638824,0.0004936690942122,0.0004198284815576,0.0005590416431418,0.0010680073456748,0.0004330731732786,,0.0013835279717986,,0.0007659144351117,0.0019138490218878,0.0006344867002516,0.0006340882562364,0.0006844044467986,0.000516184180561,0.0004933110693494,0.0005095308396811,0.0006683414108576,0.0040947036413469,0.0024173965568934,0.0009728739021173,0.001818593150762,0.0009570929645327,,0.001493369079879,
16,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea populi,796384,0.0008014406746332,,0.0013208538356651,0.0015660756980089,0.0005089538876132,0.0008359989984773,,,,,,0.0002930388200286,0.0002758156934597,,,,0.0004145345056069,0.0005783950729679,0.0004977262156024,,,0.0004256076569085,,0.0006449068051688,0.0012015284741458,,,,,0.0007493985751721,,,0.0004174320490567,0.0002386549546859,0.0002064522883287,,,,0.0016589585629126,0.0003806976900456,0.0004505533822759,,,0.0001910325233439,,,,0.0006671083790157,0.0003048348896802,,,0.0002747213956379,0.0006928341987364,,0.0003250279104266,0.0002238181453944,0.0006623447180513,,,,,0.0001282765936304,0.0002354084771281,,0.0002055851219447,,,0.0006282780467921,0.0003691393043099,,0.0014235229473692,,0.000155818654614,0.0006385658487865,0.0002911969970136,,0.0009364704793054,0.0002361542238649,,,0.0004066114299643,,0.0005411454316125,0.0006186804754324,0.0006153487246208,0.0004294309619569,,0.0012964251955855,
17,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Lacibacter,Lacibacter cauensis,510947,0.0009211812178721,,0.0009586391471875,0.0040490787948335,,0.0033816840933963,,0.0004957815907447,,,,0.0010308078761722,0.0010595767350967,,,,0.0001114724578139,0.000561724296568,,,,0.0005522271097148,,0.0011027043171114,0.0005166870789963,,,,,0.0014365173422891,,,0.0004432018938809,,0.0003600252017641,,,,0.0007691330685425,0.0009534661406051,,0.0002267710990428,,0.0002240076461283,,,,,,,,,,,,,0.0016803008539286,,,,,0.0004308309097978,0.000306709254768,,0.000261403339192,,,0.0002077028069551,,,0.0013630887982359,,0.0001821088382632,0.001102010123164,,,0.0003531842895646,,0.0003061849357011,,,,,0.0017721460360929,0.0016238575151788,0.0011523132543426,,,
18,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Paraflavitalea,Paraflavitalea soli,2315862,0.0010623680244243,0.0025545263424216,0.0022630590509657,0.001776451174638,0.0012266138772259,0.002991936663043,0.0007395426231854,0.0009949275359424,,0.0008299422994398,0.0004121905000232,0.0012408838369673,0.0007469386331957,,0.0026955593447073,0.0002834515856648,0.0005835420275672,0.0010473348090449,0.0008164885894122,,,0.0008717396420648,,0.0003339574032386,0.0009379028663503,,0.0014217410986218,0.0006041918035963,0.0008667073320622,0.0018811409497631,,,0.0013635741318174,0.0014428870764793,,,0.0035479487204205,0.0010118288177532,0.0005483333055195,0.001813368834965,0.0007977691348563,,,0.0007446858939031,0.000940279692161,0.0014765923320668,0.0007505855183743,0.0025778922751441,0.0010114902222552,0.0014274682006828,0.000446521050131,0.0008928214046249,0.0014786422431943,0.0017503156637903,0.0002305511396861,0.0010839698976795,0.0021147322236126,0.0011541760624258,0.0013248092159013,0.0030731670428906,0.0009131018033097,0.0002629304854358,0.0002139741541197,,0.0002251323108326,0.0008952900262943,0.0008776439551303,0.0001950772374529,0.0013995823523054,0.0007428883419421,0.0025471634575675,,0.000287403145699,0.000680752083733,,0.0006599758620869,0.0021445125667286,0.0001995048201974,0.0002011567317013,,,0.0019030748864004,0.0016494767950501,0.0021324197295967,0.001428706140918,0.0013522463045924,,0.0034477500779194,
19,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasegetibacter,Parasegetibacter luojiensis,550982,0.0161964467466699,,0.015177736299627,0.0196193279341717,0.0191257470598689,0.0143145278487187,,0.0045708894158737,,,0.001094778616246,0.0510318234236438,0.0175288064255657,0.0005534979804396,0.0034838990961673,,0.0008629339140722,,,0.0008422440311175,,0.0106986306949496,,0.0022215273971319,0.0056751954706437,,,,,0.0045317067931007,,,0.0020909234016028,,0.0009314644299907,,,,0.0125056681907683,,,,,0.0102645762975533,,,,0.0031772117421329,,,0.0014226563869002,,0.0004692850753234,,0.0136705907626795,,0.0008324157988363,,,0.0011291936180585,,0.007156306413613,0.0003395585747801,0.0022768811250503,0.0011635260960501,,,0.000589007019068,,,0.0064295873142633,,0.0044881511587406,0.0622591558014375,0.0018999954925694,0.0005288381807494,0.0014938478119935,,0.0010544147242072,,0.0462267911621133,0.1842360516131272,0.2464164001442471,0.0025824013364777,0.0013455992333388,0.0002632208807751,,,
20,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas soli,2024524,0.0029065936653186,0.0011457636893701,0.00955781359889,0.0088216196889947,0.0051869317509567,0.0182420964145914,0.0013878790994772,0.0023102473850451,,0.0032400221266123,0.0027590965960939,0.0034017862629526,0.0024378977743459,0.0007900092399298,0.0002607584743627,,0.0011203902871122,0.0019093052916844,0.0022865194822195,0.0003976911542788,0.0002316924243871,0.0022706067177584,0.0003543186613196,0.0005290319064457,0.0016063625911436,0.0008181428904655,0.0028214397513816,0.0017735237337001,0.002762972629249,0.0039756008048364,,,0.0044646976410215,0.0042995830553975,0.0007344579918928,0.0001830114356816,0.0060717497673287,0.0037664853540907,0.002955366556613,0.0098659506954571,0.0034578664010147,0.0004579073567228,0.0007105903167552,0.0026058580534366,0.0035714668519434,0.0075831388785116,0.0019704270008278,0.0068841782439582,0.0039910380697909,0.0025586297746581,0.0024857114326427,0.0018062055745753,0.005165022940512,0.0040978910995027,0.0038126800869759,0.0046387049145243,0.0058982655019596,0.0032777743744591,0.003198954605917,0.0006715819307817,0.0058498004871279,0.0012005797417637,0.0004823254518449,0.0007521135225216,0.0022875688513912,0.0022478056299379,0.0032256055839133,0.0014695414027167,0.0049415887245365,0.0030200944462542,0.0087375961714546,,0.0170903011269149,0.0015589928228983,0.0002389780708375,0.0017727168523625,0.0079457085901272,0.0003600730159551,0.0003998423310721,0.0003035995735602,0.0012937271240664,0.0038745049710455,0.0030902021425955,0.006315404841447,0.0034651975015874,0.0054620336271076,,0.0058004826830273,
21,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas terrae,1864941,0.0003524975285013,0.000605779530696,0.0011430551381522,0.0006951319926467,,0.0004752269690296,,0.0004614984810172,,0.0004482745242971,,0.0010590838988718,0.0009762620583062,,,,0.0002123234592692,,,,,0.0003922289044449,,,,,,0.0001387463200243,0.0005209408806658,0.0011006531340013,,,0.0006947388079103,,,,0.000346012087703,,0.0001811562837161,0.0005313381963666,0.0004987846405272,0.0002573652422696,,0.000334583623462,,0.0006195388583237,,,0.000336660685987,0.0003787944490135,,0.0004761524200195,0.0006747155941876,,,0.0003105582735059,0.0007444928432449,,0.0002920420231383,0.0004226265539339,0.0008377110409967,0.0003850220317553,,,0.0002188853684599,,,0.0002642081424041,0.0005516856403915,,0.0011366516469136,,0.0001747525514804,0.0004687848073466,,,0.000738662602551,,,,,,,0.0009124987116508,,0.0006240945037234,,0.0003726668823888,
22,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus jejuensis,419934,0.0007514627751929,,,,,0.0003803536035698,,,,,,0.0012967383024769,0.0002920733459346,,,,0.0002653734316918,,,,,0.0003305732568674,,,0.0009510419734357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020650490449148,0.001685650258347,,,,,,
23,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus terrigena,344884,0.0032377259855613,,,,,,,,,,,0.003245007487907,0.0005432613105611,,,,,0.0008760249491905,,,,,,,0.0005093690738341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005983819671205,,,,,,
24,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,985,0.0002534623222161,,,,,,,,,,,,,,,,0.0002128399782673,,,,,,,,,,,,,0.0005149090677163,,,,,,,,,0.0001291626252785,,,,,,,,,,,,,,,,,,0.0002078101714141,,,,,,,,,,,,,,,,0.0001416401923755,,,,,,,,,,,,,,,,
25,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans,94254,0.0009519528893424,,0.0007127837095177,0.0018455424991699,,,,0.0015125172606584,,,,0.0004199754605761,0.0005854839911293,,,,,0.0004894408817017,,,,,,0.0057102094619821,0.0006846072480805,,,,,,,,,,0.0005359258548603,,,,0.0003173132696402,,,,,0.0002993860944357,,,,0.0013802131502892,,,,,,,0.0013877445437111,,,,,,,0.0009367476244499,,,,,,,,,0.0011446532389288,,0.0004838748384519,0.0052616227259126,0.0006958429963121,,,,,,,,0.0002848113688501,0.0004188495355202,0.0007501760084822,,,,
